1,1,1,'Family Chat','Private','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','A chat for family members','Visible','Private','Family Matters',5,NULL,true,0,'All',false,false,1,'https://example.com/family.jpg',"'[""family"", ""personal""]'",'2024-03-01 10:00:00','2024-03-01 12:00:00',"'{""location"": ""Living Room""}'"
2,2,1,'Work Project','Public','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Discussion about the new project','Visible','Public','Project X',10,NULL,false,0,'Mentions',false,false,2,'https://example.com/project.jpg',"'[""work"", ""project""]'",'2024-03-02 09:00:00','2024-03-02 17:00:00',"'{""location"": ""Office""}'"
3,3,2,'Study Group','Public','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Group for studying together','Visible','Public','Mathematics',8,NULL,true,0,'All',false,false,3,'https://example.com/study.jpg',"'[""study"", ""math""]'",'2024-03-03 14:00:00','2024-03-03 16:00:00',"'{""location"": ""Library""}'"
4,4,2,'Fitness Club','Private','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Discussions about fitness','Visible','Private','Fitness Enthusiasts',15,NULL,false,0,'Mentions',false,false,4,'https://example.com/fitness.jpg',"'[""fitness"", ""health""]'",'2024-03-04 18:00:00','2024-03-04 19:00:00',"'{""location"": ""Gym""}'"
5,5,3,'Travel Plans','Public','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Planning for upcoming trips','Visible','Public','Summer Vacations',12,NULL,true,0,'All',false,false,5,'https://example.com/travel.jpg',"'[""travel"", ""vacation""]'",'2024-03-05 10:00:00','2024-03-05 12:00:00',"'{""location"": ""Online""}'"
6,6,3,'Music Lovers','Public','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Sharing favorite music','Visible','Public','Music Recommendations',20,NULL,false,0,'Mentions',false,false,6,'https://example.com/music.jpg',"'[""music"", ""songs""]'",'2024-03-06 16:00:00','2024-03-06 18:00:00',"'{""location"": ""Online""}'"
7,7,1,'Book Club','Private','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Discussing books and recommendations','Visible','Private','Bestsellers',10,NULL,true,0,'All',false,false,7,'https://example.com/books.jpg',"'[""books"", ""reading""]'",'2024-03-07 19:00:00','2024-03-07 21:00:00',"'{""location"": ""Living Room""}'"
8,8,2,'Tech Enthusiasts','Public','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Discussions about technology','Visible','Public','Latest Gadgets',25,NULL,false,0,'Mentions',false,false,8,'https://example.com/tech.jpg',"'[""technology"", ""gadgets""]'",'2024-03-08 11:00:00','2024-03-08 13:00:00',"'{""location"": ""Online""}'"
9,9,2,'Cooking Club','Private','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Sharing recipes and cooking tips','Visible','Private','Gourmet Cooking',15,NULL,true,0,'All',false,false,9,'https://example.com/cooking.jpg',"'[""cooking"", ""recipes""]'",'2024-03-09 15:00:00','2024-03-09 17:00:00',"'{""location"": ""Kitchen""}'"
10,10,3,'Gaming Community','Public','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','For gamers to connect and play together','Visible','Public','Gamers United',30,NULL,false,0,'Mentions',false,false,10,'https://example.com/gaming.jpg',"'[""gaming"", ""video games""]'",'2024-03-10 14:00:00','2024-03-10 16:00:00',"'{""location"": ""Online""}'"
11,11,1,'Art Lovers','Public','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Appreciating and discussing art','Visible','Public','Artistic Creations',18,NULL,true,0,'All',false,false,11,'https://example.com/art.jpg',"'[""art"", ""painting""]'",'2024-03-11 12:00:00','2024-03-11 14:00:00',"'{""location"": ""Gallery""}'"
12,12,1,'Pet Owners','Private','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Sharing pet stories and advice','Visible','Private','Pet Love',10,NULL,false,0,'Mentions',false,false,12,'https://example.com/pets.jpg',"'[""pets"", ""animals""]'",'2024-03-12 17:00:00','2024-03-12 19:00:00',"'{""location"": ""Home""}'"
13,13,2,'Photography Enthusiasts','Public','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Sharing and discussing photography','Visible','Public','Capture the Moment',22,NULL,true,0,'All',false,false,13,'https://example.com/photography.jpg',"'[""photography"", ""pictures""]'",'2024-03-13 10:00:00','2024-03-13 12:00:00',"'{""location"": ""Studio""}'"
14,14,2,'Movie Buffs','Private','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Discussing favorite movies and reviews','Visible','Private','Film Fanatics',16,NULL,false,0,'Mentions',false,false,14,'https://example.com/movies.jpg',"'[""movies"", ""cinema""]'",'2024-03-14 20:00:00','2024-03-14 22:00:00',"'{""location"": ""Home Theater""}'"
15,15,3,'Nature Lovers','Public','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Appreciating nature and outdoor activities','Visible','Public','Outdoor Adventures',28,NULL,true,0,'All',false,false,15,'https://example.com/nature.jpg',"'[""nature"", ""outdoors""]'",'2024-03-15 08:00:00','2024-03-15 10:00:00',"'{""location"": ""Park""}'"
16,16,3,'Fashionistas','Public','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Discussing latest fashion trends','Visible','Public','Fashion Frenzy',35,NULL,false,0,'Mentions',false,false,16,'https://example.com/fashion.jpg',"'[""fashion"", ""style""]'",'2024-03-16 13:00:00','2024-03-16 15:00:00',"'{""location"": ""Runway""}'"
17,17,1,'Fitness Challenge','Private','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Encouraging fitness goals and challenges','Visible','Private','Fit for Life',20,NULL,true,0,'All',false,false,17,'https://example.com/fitness_challenge.jpg',"'[""fitness"", ""challenge""]'",'2024-03-17 09:00:00','2024-03-17 11:00:00',"'{""location"": ""Gym""}'"
18,18,2,'Tech Talks','Public','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Discussions on latest tech advancements','Visible','Public','Tech Talks',25,NULL,false,0,'Mentions',false,false,18,'https://example.com/tech_talks.jpg',"'[""tech"", ""innovation""]'",'2024-03-18 11:00:00','2024-03-18 13:00:00',"'{""location"": ""Online""}'"
19,19,2,'Healthy Eating','Private','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Sharing healthy recipes and tips','Visible','Private','Nutrition Nook',12,NULL,true,0,'All',false,false,19,'https://example.com/healthy_eating.jpg',"'[""health"", ""nutrition""]'",'2024-03-19 19:00:00','2024-03-19 21:00:00',"'{""location"": ""Kitchen""}'"
20,20,3,'Science Geeks','Public','Group','2024-04-03 12:25:02.677375','2024-04-03 12:25:02.677375','Exploring science and discoveries','Visible','Public','Science Squad',30,NULL,false,0,'Mentions',false,false,20,'https://example.com/science.jpg',"'[""science"", ""discovery""]'",'2024-03-20 14:00:00','2024-03-20 16:00:00',"'{""location"": ""Lab""}'"
